1932102134,RAMZY,JOSEPH,I,DR.,MD,NEWARK,DE,197134236.0,US
1932102134,RAMZY,JOSEPH,I,DR.,MD,NEWARK,DE,197134236.0,US
1538162219,MOOREVILLE,RUTH,S.,DR.,MD,ROCKLAND,DE,197230191.0,US
1427051226,TOOZE,STEVEN,E,DR.,M.D.,NEWARK,DE,197023358.0,US
1083617047,SORDI,MARK,A,DR.,MD,LEWES,DE,199584314.0,US
1205839164,,,,,,LEWES,DE,199584314.0,US
1013910926,,,,,,NEWARK,DE,197023335.0,US
1245233105,PRIGG,J,BRIAN,,"PA-C,PHD",LEWES,DE,199583605.0,US
1295738250,BAHTIARIAN,GREGORY,A,DR.,DO,LEWES,DE,199584314.0,US
1437152337,LUCCA,JOSEPH,A.,DR.,"PT, PHD, GCS",WILMINGTON,DE,198022968.0,US
1538162219,MOOREVILLE,RUTH,S.,DR.,MD,ROCKLAND,DE,197230191.0,US
1356344816,TANCHANCO,RODRIGO,CORDERO,DR.,MD,MIDDLETOWN,DE,197098894.0,US
1578566170,ARELLANO,LAMBERTO,MAGNO,DR.,MD,DOVER,DE,199044117.0,US
1427051226,TOOZE,STEVEN,E,DR.,M.D.,NEWARK,DE,197023358.0,US
1083617047,SORDI,MARK,A,DR.,MD,LEWES,DE,199584314.0,US
1487657102,BOWENS,CHRISTOPHER,A,,M.D.,NEWARK,DE,197025706.0,US
1912900630,HOPKINS,JAMES,T,,M.D.,NEWARK,DE,19702.0,US
1144223850,MARSHALL,ERIK,S,,M.D.,NEWARK,DE,197025436.0,US
1205839164,,,,,,LEWES,DE,199584314.0,US
1013910926,,,,,,NEWARK,DE,197023335.0,US
1245233105,PRIGG,J,BRIAN,,"PA-C,PHD",LEWES,DE,199583605.0,US
1720081391,PAUL,RICHARD,CAMPBELL,,M.D.,LEWES,DE,199581663.0,US
1396748943,PTAK,ANTOINETTE,M,,M.D.,DOVER,DE,199013530.0,US
1982607677,,,,,,NEWARK,DE,19713.0,US
1295738250,BAHTIARIAN,GREGORY,A,DR.,DO,LEWES,DE,199584314.0,US
1881697589,WEST,JOSEPH,T,,M.D.,NEWARK,DE,197138000.0,US
1437152337,LUCCA,JOSEPH,A.,DR.,"PT, PHD, GCS",WILMINGTON,DE,198022968.0,US
1619970258,KWAN,DELBERT,J,,M.D.,LEWES,DE,199584787.0,US
1558364190,SUH,DONALD,D.,,M.D.,DOVER,DE,19904.0,US
1437152154,,,,,,NEW CASTLE,DE,197201648.0,US
